ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,StripperTemperatureDegC,CompressorWorkkW
0.16384480847275362,-0.040995425595863354,-0.21763444931866055,0.5211823829504661,-0.2569079841889254,-0.32582753962415295,-0.02388705028239396,-0.04203937244416134
0.8863323380728308,0.014408076445007916,0.0066939934818518385,0.5211823829504661,-0.27709595155982847,-0.2521548758679428,-0.037392621329971634,-0.009992282610225249
-1.2146946158216536,0.10938550851508323,-0.3682783671117028,1.043043184943293,-0.2829076391363008,0.05553683746675417,-0.02388705028239396,0.02205480722371084
-1.2437602060929125,0.18853336857349134,0.3734791846301398,-0.5225392210344459,-0.28392723344796245,0.23971849685726432,0.01747376105080442,0.15424905278871712
1.193597149511937,0.02232286245084153,0.6420183424351342,-0.5225392210344459,-0.3778318695520125,-0.28249067859110444,0.023382448384109904,-0.0861041209658377
-1.5095027457159305,-0.08056935562506741,0.08856568793458866,-0.5225392210344459,-0.33847552912186796,-0.7266935041799366,-0.04161311228233441,0.07813721443310469
0.35484725882679496,-0.06473978361340019,0.8221360702311645,-0.5225392210344459,-0.28270372027396823,-0.3843323020187823,-0.07031245075842048,0.1342196216425213
0.20536708028884187,0.006493290439174305,-0.18488577153757046,1.043043184943293,-0.27199798000151953,-0.04630478596092374,-0.05849507609179751,0.0460901245991686
-0.5171204493112354,-0.12805807166014105,-0.5549458304639605,-1.5662608250193581,-0.30452303854353063,-0.27382330638448243,-0.019666559330031183,0.08214310066234384
-0.9074298043825475,0.038152434462544745,-1.259042402757525,2.086764788928205,-0.35784782104344137,0.10320738460312912,-0.01713426475861112,0.31047861572920393
-1.4472193379917833,-0.07265456961923379,0.3227187340694304,-0.5225392210344459,-0.09203958399321516,0.1010405415514659,0.011565073717486938,-0.05005114490266244
1.8579534985694965,-0.08056935562506741,-0.11283868041913973,0.5211823829504661,-0.07807114192344893,-0.07664058868405463,0.038576215812630286,0.2063255737688718
0.23858489774173017,-0.21512071772438277,-1.3654756055460853,-0.0006784190416190932,-0.26394318493939134,-0.5208434142729176,-0.0044727919015108,0.2664138672075276
0.7866788857141954,-0.18346157370101232,1.3674015552864203,1.043043184943293,-0.2732214931755138,-0.1394790371820104,-0.014601970187191057,0.002025376077492246
1.33892510086829,0.006493290439174305,-0.8938946454982998,-1.044400023027273,-0.45307792975265193,0.2332179677023055,-0.007849184663396222,-0.05005114490266244
-1.1233456178262478,0.1568742245501569,0.9121949341291681,0.5211823829504661,-0.49141467587113474,0.49107229084899506,0.048705394098310546,0.1342196216425213
0.4005217578245127,-0.08848414163093701,1.490209096965537,-0.5225392210344459,-0.2509943371812868,0.10537422765476152,0.034355724860267514,0.09015487312084496
-0.24722568250661744,-0.6900078780748313,-0.6974025788117361,-0.0006784190416190932,-0.2600687265550767,-0.8437030289691645,-0.01713426475861112,0.02205480722371084
-1.0610622101021006,-0.737496594109869,0.8385104091216979,-1.044400023027273,-0.2683274404795369,-0.7591961499547306,-0.11589375304398163,0.1342196216425213
-0.23061677378015855,-0.44464951189377344,0.22119783294803488,-1.044400023027273,-0.26853135934186945,-0.00730161103117082,-0.1462812879010224,0.010037148535993346
0.8365056118935131,-0.2626094337594204,0.1262266673828434,-0.0006784190416190932,-0.26598237356271526,0.41089909793782603,-0.0939472000916784,0.05009601082840776
0.3714561675532244,-0.28635379177695724,-0.1292130193096964,0.5211823829504661,-0.24977082400729256,0.07503842493163063,-0.06862425437747777,-0.10212766588281712
1.6711032753970552,-0.3971607958586998,-0.5729576032435565,-0.0006784190416190932,-0.120690184150911,-0.04197109985762812,-0.044989505044231826,0.03006657968218917
0.7285477051716482,-0.412990367870403,-0.5090976815704157,-0.5225392210344459,-0.11385890226277702,-0.11997744971713395,-0.06524786161558034,0.05810778328690886
-1.1358022993710772,-0.34175729381782854,0.9973414963600302,1.043043184943293,-0.3130876307614891,0.11187475680972034,-0.06018327247275221,0.02205480722371084
-0.662448400667559,-0.38133122384703255,-0.8267598560470569,0.5211823829504661,-0.3144131033666496,0.1985484788758482,-0.01291377380623635,-0.12616298325827488
0.08910471920377706,-0.555456515975516,-0.659741599363458,1.043043184943293,-0.13985855721015242,0.08587264018988507,0.04532900133641313,-0.15019830063373263
1.4967097337694433,-0.4209051538762366,-1.7650094744754632,-0.5225392210344459,-0.1635131452407062,0.1703795192043497,0.06052276876493352,0.08614898689160579
0.5915242081785541,-0.6346043760339241,1.3281031419491027,0.5211823829504661,-0.21744968432761402,0.02086734864029687,0.09850718733623448,-0.20227482161388732
-0.2762912727778763,-0.6266895900280904,0.01488116292711854,-0.0006784190416190932,-0.24926102685146173,0.05770368051841737,0.12298603485996976,-0.2503454563648028
0.1347792182014948,-0.4683938699112743,0.1262266673828434,0.5211823829504661,-0.39954922839040863,0.5257417796754216,0.16941143533599626,-0.35850438455435135
-0.2845957271411057,-0.6029452320105897,-1.1100359188535454,-1.044400023027273,-0.36498498122507417,0.3372264341816158,0.22765421047865775,-0.3344690671788936
0.11817030947503589,-0.7137522360923322,0.03944267126294192,-1.044400023027273,-0.1109020787589583,0.016533662537001254,0.23947158514528072,-0.39055147438828747
-0.6333828103963002,-0.6346043760339241,0.32435616795849304,0.5211823829504661,-0.1258901151403862,0.17254636225601291,0.24369207609765547,-0.4025691330760277
0.5292408004544069,-0.5079677999404784,-0.9250058893903504,-0.0006784190416190932,-0.1931833397100637,0.6232497169998038,0.2698591200023215,-0.6068693307674072
0.774222204169366,-0.6504339480456273,-1.6831377800227265,-0.5225392210344459,-0.20715178177983049,0.5582444254502157,0.3238814041926202,-0.47066919897316184
1.2600327844176842,-0.7770705241390731,-0.43050085489578094,-1.044400023027273,-0.24977082400729256,-0.0354705707026693,0.3399192698116059,-0.6629517379768011
0.06003912893251823,-0.697922664080665,-0.034241853744528206,1.043043184943293,-0.21479873911729358,0.07070473882833501,0.32472550238308556,-0.37052204324209165
